04/24/2025 05:06:35	AP90	 23546 	modaka	कः, क A sweetmeat	कः, कं A sweetmeat  (missing anusvAra)	Typo	ejf
04/24/2025 13:06:20	AP	4626	arha	saṃskāramarhastbaṃ	saṃskāramarhastvaṃ	Typo	srhodes@snowcrest.net
04/24/2025 13:07:23	AP	4626	arha	pradakṣiṇakiyārhāyām	pradakṣiṇakriyārhāyām	Typo	srhodes@snowcrest.net
04/24/2025 13:17:02	AP	4626	arha	pradakṣiṇākriyārhāyāṃ	pradakṣiṇakriyārhāyāṃ	Typo	srhodes@snowcrest.net
04/24/2025 13:18:47	AP	4627	arhaṇam	cakurmunayo	cakrurmunayo	Typo	srhodes@snowcrest.net
04/24/2025 14:02:30	AP	4637	alakaḥ	Kaenigii	Koenigii	Typo – Please note that this is a "print change" ; you may confirm this by checking any authorized source which states: "The curry tree or Bergera koenigii".	srhodes@snowcrest.net
04/24/2025 14:06:39	AP	4637	alakaḥ	vilulitālakasaṃhatirāmṛśanmṛgaddaśāṃ	vilulitālakasaṃhatirāmṛśanmṛgadṛśāṃ	Typo	srhodes@snowcrest.net
04/24/2025 14:23:55	AP	4643	alakṣman	grahāścakuralakṣmāṇaṃ	grahāścakruralakṣmāṇaṃ	Typo	srhodes@snowcrest.net
04/24/2025 19:28:26	pwg	 104494	saDryaYc	{#saGrIcI#}	{#saDrIcI#}	Typo	ejf
04/24/2025 20:09:10	MW	16570	alaṅghanīyatā	insurmountableness inaccessibility	insurmountableness, inaccessibility	Typo	srhodes@snowcrest.net
04/24/2025 20:10:42	AP	4653	alaṅghya	parairalaṅdhyā	parairalaṅghyā	Typo	srhodes@snowcrest.net
04/24/2025 20:11:25	AP	4653	alaṅghya	durātmanāmalaṅdhyam	durātmanāmalaṅghyam	Typo	srhodes@snowcrest.net
04/24/2025 20:12:36	AP	4653	alaṅghya	durātmanāmalaṅdhyam	durātmanāmalaṅghyam	Typo	srhodes@snowcrest.net
04/24/2025 20:12:46	AP	4653	alaṅghya	tapasāmalaṅdhyamasti	tapasāmalaṅghyamasti	Typo	srhodes@snowcrest.net
04/24/2025 22:13:07	MW	178117	rimph	hurl	hurt	Typo	srhodes@snowcrest.net
